AÑO;MES;ID PASO;PASO;ID PAÍS;PAÍS;SALIDAS
2015;1;110100;Aeropuerto Diego Aracena;1302;Bolivia (Estado Plurinacional de);153
2015;1;110100;Aeropuerto Diego Aracena;1302;Bolivia (Estado Plurinacional de);43
2015;1;110100;Aeropuerto Diego Aracena;1302;Bolivia (Estado Plurinacional de);78
2015;1;110100;Aeropuerto Diego Aracena;1302;Bolivia (Estado Plurinacional de);39
2015;1;110100;Aeropuerto Diego Aracena;1302;Bolivia (Estado Plurinacional de);39
2015;1;110100;Aeropuerto Diego Aracena;1302;Bolivia (Estado Plurinacional de);77
2015;1;110100;Aeropuerto Diego Aracena;1302;Bolivia (Estado Plurinacional de);83
2015;1;110100;Aeropuerto Diego Aracena;1302;Bolivia (Estado Plurinacional de);106
2015;1;110100;Aeropuerto Diego Aracena;1302;Bolivia (Estado Plurinacional de);50
2015;1;110100;Aeropuerto Diego Aracena;1302;Bolivia (Estado Plurinacional de);47
2015;1;110100;Aeropuerto Diego Aracena;1302;Bolivia (Estado Plurinacional de);52
2015;1;110100;Aeropuerto Diego Aracena;1302;Bolivia (Estado Plurinacional de);87
2015;1;110100;Aeropuerto Diego Aracena;1302;Bolivia (Estado Plurinacional de);101
2015;1;110100;Aeropuerto Diego Aracena;1302;Bolivia (Estado Plurinacional de);69
2015;1;110100;Aeropuerto Diego Aracena;1302;Bolivia (Estado Plurinacional de);55
2015;1;110100;Aeropuerto Diego Aracena;1302;Bolivia (Estado Plurinacional de);135
2015;1;110100;Aeropuerto Diego Aracena;1302;Bolivia (Estado Plurinacional de);67
2015;1;110100;Aeropuerto Diego Aracena;1302;Bolivia (Estado Plurinacional de);91
2015;1;110100;Aeropuerto Diego Aracena;1302;Bolivia (Estado Plurinacional de);126
2015;1;110100;Aeropuerto Diego Aracena;1302;Bolivia (Estado Plurinacional de);67
2015;1;110100;Aeropuerto Diego Aracena;1302;Bolivia (Estado Plurinacional de);41
2015;1;110100;Aeropuerto Diego Aracena;1302;Bolivia (Estado Plurinacional de);52
2015;1;110100;Aeropuerto Diego Aracena;1302;Bolivia (Estado Plurinacional de);42
2015;1;110100;Aeropuerto Diego Aracena;1302;Bolivia (Estado Plurinacional de);71
2015;1;110100;Aeropuerto Diego Aracena;1302;Bolivia (Estado Plurinacional de);228
2015;1;110100;Aeropuerto Diego Aracena;1302;Bolivia (Estado Plurinacional de);119
2015;1;110100;Aeropuerto Diego Aracena;1302;Bolivia (Estado Plurinacional de);96
2015;1;110100;Aeropuerto Diego Aracena;1302;Bolivia (Estado Plurinacional de);152
2015;1;120100;Paso Colchane-Pisiga;1302;Bolivia (Estado Plurinacional de);43
2015;1;120100;Paso Colchane-Pisiga;1302;Bolivia (Estado Plurinacional de);27
2015;1;120100;Paso Colchane-Pisiga;1302;Bolivia (Estado Plurinacional de);45
2015;1;120100;Paso Colchane-Pisiga;1302;Bolivia (Estado Plurinacional de);65
2015;1;120100;Paso Colchane-Pisiga;1302;Bolivia (Estado Plurinacional de);111
2015;1;120100;Paso Colchane-Pisiga;1302;Bolivia (Estado Plurinacional de);90
2015;1;120100;Paso Colchane-Pisiga;1302;Bolivia (Estado Plurinacional de);90
2015;1;120100;Paso Colchane-Pisiga;1302;Bolivia (Estado Plurinacional de);86
2015;1;120100;Paso Colchane-Pisiga;1302;Bolivia (Estado Plurinacional de);180
2015;1;120100;Paso Colchane-Pisiga;1302;Bolivia (Estado Plurinacional de);38
2015;1;120100;Paso Colchane-Pisiga;1302;Bolivia (Estado Plurinacional de);37
2015;1;120100;Paso Colchane-Pisiga;1302;Bolivia (Estado Plurinacional de);90
2015;1;120100;Paso Colchane-Pisiga;1302;Bolivia (Estado Plurinacional de);121
2015;1;120100;Paso Colchane-Pisiga;1302;Bolivia (Estado Plurinacional de);92
2015;1;120100;Paso Colchane-Pisiga;1302;Bolivia (Estado Plurinacional de);121
2015;1;120100;Paso Colchane-Pisiga;1302;Bolivia (Estado Plurinacional de);55
2015;1;120100;Paso Colchane-Pisiga;1302;Bolivia (Estado Plurinacional de);133
2015;1;120100;Paso Colchane-Pisiga;1302;Bolivia (Estado Plurinacional de);84
2015;1;120100;Paso Colchane-Pisiga;1302;Bolivia (Estado Plurinacional de);90
2015;1;120100;Paso Colchane-Pisiga;1302;Bolivia (Estado Plurinacional de);123
2015;1;120100;Paso Colchane-Pisiga;1302;Bolivia (Estado Plurinacional de);99
2015;1;120100;Paso Colchane-Pisiga;1302;Bolivia (Estado Plurinacional de);65
2015;1;120100;Paso Colchane-Pisiga;1302;Bolivia (Estado Plurinacional de);72
2015;1;120100;Paso Colchane-Pisiga;1302;Bolivia (Estado Plurinacional de);104
2015;1;120100;Paso Colchane-Pisiga;1302;Bolivia (Estado Plurinacional de);67
2015;1;120100;Paso Colchane-Pisiga;1302;Bolivia (Estado Plurinacional de);57
2015;1;120100;Paso Colchane-Pisiga;1302;Bolivia (Estado Plurinacional de);84
2015;1;120100;Paso Colchane-Pisiga;1302;Bolivia (Estado Plurinacional de);109
2015;1;120100;Paso Colchane-Pisiga;1302;Bolivia (Estado Plurinacional de);126
2015;1;120200;Paso Apacheta de Irpa o Cancosa;1302;Bolivia (Estado Plurinacional de);31
2015;1;210100;Aeropuerto Andrés Sabella;1301;Argentina;1
2015;1;210100;Aeropuerto Andrés Sabella;1301;Argentina;1
2015;1;210100;Aeropuerto Andrés Sabella;1301;Argentina;2
2015;1;210100;Aeropuerto Andrés Sabella;1301;Argentina;4
2015;1;220100;Paso Jama;1301;Argentina;50
2015;1;220100;Paso Jama;1301;Argentina;123
2015;1;220100;Paso Jama;1301;Argentina;116
2015;1;220100;Paso Jama;1301;Argentina;73
2015;1;220100;Paso Jama;1301;Argentina;103
2015;1;220100;Paso Jama;1301;Argentina;70
2015;1;220100;Paso Jama;1301;Argentina;145
2015;1;220100;Paso Jama;1301;Argentina;80
2015;1;220100;Paso Jama;1301;Argentina;123
2015;1;220100;Paso Jama;1301;Argentina;67
2015;1;220100;Paso Jama;1301;Argentina;81
2015;1;220100;Paso Jama;1301;Argentina;148
2015;1;220100;Paso Jama;1301;Argentina;107
2015;1;220100;Paso Jama;1301;Argentina;152
2015;1;220100;Paso Jama;1301;Argentina;146
2015;1;220100;Paso Jama;1301;Argentina;161
2015;1;220100;Paso Jama;1301;Argentina;85
2015;1;220100;Paso Jama;1301;Argentina;78
2015;1;220100;Paso Jama;1301;Argentina;147
2015;1;220100;Paso Jama;1301;Argentina;103
2015;1;220100;Paso Jama;1301;Argentina;188
2015;1;220100;Paso Jama;1301;Argentina;152
2015;1;220100;Paso Jama;1301;Argentina;88
2015;1;220100;Paso Jama;1301;Argentina;97
2015;1;220100;Paso Jama;1301;Argentina;79
2015;1;220100;Paso Jama;1301;Argentina;101
2015;1;220100;Paso Jama;1301;Argentina;122
2015;1;220100;Paso Jama;1301;Argentina;132
2015;1;220100;Paso Jama;1301;Argentina;173
2015;1;220100;Paso Jama;1301;Argentina;157
2015;1;220200;Paso Portezuelo del Cajón (Hito Cajón);1301;Argentina;17
2015;1;220200;Paso Portezuelo del Cajón (Hito Cajón);1301;Argentina;16
2015;1;220200;Paso Portezuelo del Cajón (Hito Cajón);1301;Argentina;7
2015;1;220200;Paso Portezuelo del Cajón (Hito Cajón);1301;Argentina;19
2015;1;220200;Paso Portezuelo del Cajón (Hito Cajón);1301;Argentina;17
